id,cltv
89982,132072.5935884797
89983,62081.94548106282
89984,180162.68552546995
89985,123774.19471578203
89986,146429.86897433642
89987,55729.334380065055
89988,54388.818433201275
89989,46438.2832315768
89990,129014.58692556745
89991,93887.87296736996
89992,120364.56652300317
89993,124032.5729554933
89994,51624.83692016096
89995,52674.1741127642
89996,49359.778770104174
89997,123908.63482531034
89998,48908.86753574215
89999,141046.50461566958
90000,47984.2344593793
90001,48809.65765984562
90002,132247.01660232068
90003,118208.63288809889
90004,139383.26623783936
90005,146980.7942418568
90006,44707.1128989764
90007,121963.81973129476
90008,129462.99236947593
90009,50452.26612986134
90010,49079.766940562804
90011,55358.71954020731
90012,119234.92412939742
90013,159567.46202967115
90014,171806.91541414228
90015,50345.01341786333
90016,100411.77288914926
90017,142369.35458065613
90018,93333.75885485155
90019,46352.49265994452
90020,45113.83127609364
90021,116036.49478673554
90022,47466.215153204575
90023,141448.81179117234
90024,90532.51057444816
90025,129408.39375562263
90026,123299.98149544642
90027,124882.08649517191
90028,50813.72501339226
90029,54394.49728079069
90030,51798.36173428127
90031,176376.8516056428
90032,48110.86915179318
90033,105138.96418526149
90034,88569.37199148696
90035,102609.41823629366
90036,127062.87088810612
90037,48535.013789749064
90038,104401.02477887666
90039,49267.56150793916
90040,172787.0306721717
90041,52291.74838304553
90042,112497.62452052651
90043,120312.61488458136
90044,107490.28460486005
90045,144298.84975185723
90046,57902.3276611411
90047,125242.21572516543
90048,135848.54660358216
90049,52518.722337744264
90050,141083.53963480837
90051,51178.744080246615
90052,51294.375455464404
90053,51192.16799931164
90054,118147.29140371663
90055,50198.09601088427
90056,100510.77097021195
90057,52537.44129689816
90058,111439.68975993343
90059,137181.40014934647
90060,53633.87435613048
90061,140869.19034450845
90062,45557.50089962414
90063,52323.775922759705
90064,89053.54084526071
90065,47408.06688851088
90066,147824.89397949405
90067,136748.31036918022
90068,118152.25995338059
90069,113236.42296234355
90070,115363.21288964781
90071,58772.06824771175
90072,142382.30036969442
90073,134110.09558205842
90074,46935.66985199685
90075,46723.95775082892
90076,53512.174163611555
90077,190826.8472320024
90078,115436.62750652652
90079,52230.85248260527
90080,54595.01979596552
90081,128128.42625141465
90082,47997.25232745004
90083,123914.31237235582
90084,120264.88048145075
90085,97195.62578309953
90086,124072.49404272724
90087,136311.39147797623
90088,161869.55019684212
90089,51453.49149377332
90090,50860.49555173096
90091,48609.191824212256
90092,149953.1732073299
90093,47936.792377857346
90094,57476.47552153213
90095,63707.464898958526
90096,92432.89675420403
90097,148054.75691113286
90098,95394.96012093814
90099,47695.69047921745
90100,54521.38861257425
90101,114897.09267080655
90102,54177.30923923576
90103,122753.30005177826
90104,129446.99753263351
90105,151115.63177667427
90106,117407.20016572272
90107,50037.26294499532
90108,53436.10296387406
90109,45425.3626592002
90110,104611.61810220139
90111,110710.93353754286
90112,98999.27023285166
90113,94086.97774982032
90114,58511.30307520624
90115,89880.43442160398
90116,159028.3901077252
90117,109039.79386915223
90118,138913.47618703108
90119,98296.87829328465
90120,127526.99306068668
90121,46024.09712914494
90122,123277.99738654312
90123,46338.45194176994
90124,111161.75140024538
90125,144533.04706048424
90126,126436.64428698459
90127,118434.87444628026
90128,46798.472661539374
90129,117270.97488830941
90130,110014.34256912158
90131,110151.35030699284
90132,159296.45978410396
90133,125907.60609487635
90134,56132.828753335736
90135,48377.6440119401
90136,98828.5617850258
90137,48215.31153569336
90138,96756.91585405439
90139,113621.59167819541
90140,125631.5419241822
90141,63725.24627436531
90142,170888.02925070853
90143,132499.30996568743
90144,67054.10505192126
90145,53148.63293090244
90146,143051.9703757834
90147,118308.86492780098
90148,50831.499592010565
90149,45920.89845664728
90150,46878.17810096668
90151,88190.65107065479
90152,54576.378071771825
90153,110324.87243379539
90154,51980.130126279524
90155,110980.64930420082
90156,129160.82044680948
90157,99221.73836248612
90158,107848.7026142702
90159,52379.05638155927
90160,118607.31272330774
90161,140185.53365889945
90162,153879.6728037575
90163,136122.95933627023
90164,49533.55990090525
90165,52668.82908793965
90166,153879.6728037575
90167,58464.88337715453
90168,44966.77670967024
90169,52766.312800398904
90170,57742.18415192779
90171,111516.99814190215
90172,52834.546626643336
90173,128635.2119248509
90174,108684.2381726071
90175,154571.45673119643
90176,125127.57330622707
90177,49552.64635278229
90178,124841.86081408778
90179,85372.88603798169
90180,123651.17056368584
90181,53592.38804486278
90182,48606.68744234007
90183,158777.04817641465
90184,126443.67085160945
90185,102029.24571205706
90186,124003.21357972651
90187,114381.04835837784
90188,132038.34607753268
90189,113197.9646649739
90190,48682.784640808066
90191,112386.32808408553
90192,57415.83503866035
90193,128698.03897813318
90194,92998.90829489792
90195,125200.40523783244
90196,46522.866562200805
90197,45842.63431314423
90198,89564.04518466492
90199,111514.65586180691
90200,53673.918155957836
90201,47610.36150973544
90202,133536.28396856508
90203,156872.63865865013
90204,120565.22533071409
90205,114620.69501043977
90206,111449.80264933045
90207,125955.52687479716
90208,110161.94359297414
90209,57743.48047508293
90210,128430.66047313767
90211,52210.33398436351
90212,142627.27937969417
90213,106153.54312401642
90214,120182.07545082981
90215,45476.570856018065
90216,122066.41495720569
90217,126500.97197712316
90218,110054.18940561856
90219,124582.15784418919
90220,150165.2593771305
90221,108084.17086310856
90222,150762.050794213
90223,131948.01475682895
90224,55494.22915202635
90225,49062.37855298678
90226,108333.64550178967
90227,50236.78055820853
90228,47610.36150973544
90229,136544.38925423104
90230,50405.16815260774
90231,53403.67243756074
90232,126836.8854019239
90233,55591.73516552359
90234,104470.49179487782
90235,128852.14207068448
90236,45197.532773288534
90237,142421.50513875973
90238,119774.64956278795
90239,47125.031621900394
90240,92432.89675420403
90241,88990.90742496111
90242,48838.50452947756
90243,47687.743711175535
90244,47232.34770706513
90245,54581.281847817016
90246,52336.487754226946
90247,135925.47502822845
90248,46328.06206895504
90249,119788.38361829778
90250,148242.51731368594
90251,105767.82088261009
90252,124975.70320825987
90253,113446.3820695256
90254,129679.82084303584
90255,123256.93445615465
90256,54121.70100219558
90257,124168.52796504095
90258,54588.46383748248
90259,101645.46976971968
90260,125363.37204921416
90261,123425.6142057277
90262,125534.23039620393
90263,110156.07137816031
90264,131367.79353888816
90265,131948.01475682895
90266,93805.05495514961
90267,127504.46988713452
90268,117137.43046074937
90269,127289.51904112216
90270,148320.56755787405
90271,153879.6728037575
90272,137240.12023070303
90273,130801.94511588803
90274,46271.97666778715
90275,90774.64186127536
90276,52052.1544046269
90277,101243.20432718271
90278,124582.15784418919
90279,122711.73422991631
90280,43539.86858313049
90281,90316.13091280704
90282,119755.09245253477
90283,48203.54171085427
90284,103036.60936092206
90285,47874.59067626589
90286,119941.59929666956
90287,91317.62227877075
90288,51360.924162170464
90289,45842.63431314423
90290,136061.49934263094
90291,50778.92841435785
90292,55797.54112027252
90293,56715.7325627587
90294,97923.23931883553
90295,51073.93818376516
90296,47876.81202225394
90297,135974.79715358646
90298,50163.124454332436
90299,123866.14348063462
90300,54619.07332870189
90301,43413.97305813607
90302,109852.10418945705
90303,115388.19303666838
90304,107511.23121936698
90305,40407.86093708683
90306,132207.92291609498
90307,113667.42263287483
90308,142084.65568945804
90309,58127.61561101545
90310,63800.294235861504
90311,129908.29953215795
90312,121907.37229009319
90313,97069.9607913988
90314,122897.44000173993
90315,147631.7930354991
90316,110465.54868473855
90317,113650.64537802916
90318,145359.87849804942
90319,129845.50483277951
90320,125189.59541808479
90321,53956.2325302216
90322,119941.59929666956
90323,101182.66804149302
90324,96035.0529148735
90325,47528.63092125173
90326,61059.84677609547
90327,50152.73660012377
90328,53067.693132076034
90329,129583.45359283799
90330,130333.87971222619
90331,113842.4824700902
90332,113264.13978602676
90333,52344.27845379665
90334,51289.043105607256
90335,97186.75518212971
90336,47610.36150973544
90337,123437.02028621375
90338,48687.72245700412
90339,116072.60111373216
90340,47455.64279990683
90341,152022.40195957336
90342,114076.84149146781
90343,50838.820880270745
90344,117337.08222344941
90345,121114.42356236976
90346,117457.31495039821
90347,130507.83560462254
90348,47143.899283448605
90349,153097.49975897078
90350,126207.54991612298
90351,95466.81212105109
90352,112180.46581329884
90353,158019.99647772263
90354,57221.677681732894
90355,122911.2297434062
90356,48984.70508347178
90357,92232.97574521291
90358,59107.41126658851
90359,50243.102856071244
90360,140185.53365889945
90361,95800.33266613053
90362,52099.66847761329
90363,107461.22805097802
90364,131188.6554551241
90365,47502.64702288155
90366,118325.55591737218
90367,126015.5023609316
90368,105249.66723103538
90369,120805.11993546528
90370,88190.65107065479
90371,132122.0266811719
90372,157260.56678491185
90373,115018.95569760111
90374,121794.27977973387
90375,115084.24635461619
90376,111134.20048117968
90377,48562.740700234084
90378,51712.586338152236
90379,97189.50933970678
90380,113254.69474891902
90381,142608.8837117645
90382,127856.44520452947
90383,145500.6590033312
90384,125281.12836055628
90385,137758.31731795432
90386,114833.30411303966
90387,126233.6712015309
90388,127144.96391237999
90389,133471.88145523999
90390,50201.74690455316
90391,51125.39677786964
90392,99799.70854247213
90393,101616.20691890022
90394,123482.38204111665
90395,136882.14423003877
90396,45143.324900341264
90397,123277.99738654312
90398,158373.22690641583
90399,46234.45479345809
90400,136702.33695649734
90401,113507.22797812286
90402,138786.9606453114
90403,107752.4802035466
90404,92833.72468123541
90405,129962.41231838845
90406,185602.3550321778
90407,130492.11652035541
90408,143630.17006151582
90409,121255.83430868646
90410,53377.09792985794
90411,127337.58889270759
90412,155803.77718394424
90413,108018.35009417246
90414,114058.62888928002
90415,123299.19877306628
90416,50878.76779873699
90417,108150.31248870718
90418,48805.69446814093
90419,133615.315111453
90420,116143.36386538045
90421,116347.33363258885
90422,51684.53627190215
90423,125060.03869399153
90424,138269.0127518434
90425,122809.21322447668
90426,126610.6151334443
90427,113842.60706381557
90428,48064.60559793076
90429,55841.069452285396
90430,131527.15113985175
90431,127248.86327524365
90432,101286.18390171048
90433,118572.37834082157
90434,131691.63731393713
90435,120584.75006205318
90436,47426.70575772031
90437,104456.88852742178
90438,45756.89888171289
90439,96985.29005272628
90440,99748.07583669876
90441,52754.080796336915
90442,53100.9285104839
90443,146133.61959346195
90444,150659.94350071577
90445,47674.798360417146
90446,53845.78340027264
90447,90814.72543363574
90448,113297.29976369807
90449,166720.957671537
90450,118171.66636678367
90451,47502.64702288155
90452,168503.7458255363
90453,49562.72190943483
90454,147627.4453850931
90455,100107.34053019309
90456,49753.39987346571
90457,115985.46559107058
90458,96019.77615031884
90459,102677.50711952911
90460,62733.92591637719
90461,49002.32803292496
90462,57397.59288109082
90463,112236.99997182684
90464,116416.36656859126
90465,129030.81817248714
90466,152620.23465015177
90467,134948.0936759336
90468,51757.38653468037
90469,111388.05700408197
90470,105102.87696209663
90471,96964.15089713893
90472,97277.98456275296
90473,50152.05789156476
90474,91402.63714995328
90475,47502.64702288155
90476,46877.12679090141
90477,50261.12914816697
90478,138643.25395512267
90479,52631.59375249698
90480,136645.9615547672
90481,125087.01903247132
90482,96468.1009864291
90483,79607.72603412795
90484,132905.07544367906
90485,134630.99000375794
90486,143157.12013652624
90487,49628.24863799742
90488,123529.8974827275
90489,126930.8564190803
90490,122319.8202347517
90491,104361.66285037083
90492,46372.37441269568
90493,106885.46584798838
90494,132246.82012376146
90495,57535.16346771248
90496,53587.34837171491
90497,108637.4709154372
90498,56383.53540284197
90499,102166.47063131418
90500,52728.12001908451
90501,90578.1439253872
90502,110221.8919284462
90503,61873.73470573408
90504,48802.580757516545
90505,144663.59753157615
90506,148514.81366686118
90507,109640.41465447107
90508,134017.95462510342
90509,54653.07377041017
90510,153458.36687977682
90511,123529.8974827275
90512,48723.22896300564
90513,97015.03867216852
90514,45894.37342440878
90515,125886.2918326795
90516,121930.05477891347
90517,47038.19299548223
90518,48337.581811536766
90519,102328.76338135422
90520,84563.2318270945
90521,45298.35918707641
90522,106785.29684184186
90523,107723.35903612914
90524,93065.04961821483
90525,134140.96575175977
90526,43755.33882918085
90527,99617.0338124377
90528,120479.83854539906
90529,110850.66969941556
90530,51892.471617048104
90531,102933.80088278353
90532,141262.5398222394
90533,158388.67355437993
90534,121024.30370286472
90535,45383.4304233386
90536,140201.46443783867
90537,51730.18120264427
90538,62337.639559440715
90539,53833.40095300401
90540,114833.30411303966
90541,109683.51118773055
90542,105525.62056555695
90543,110172.18149758817
90544,154037.4139629424
90545,49409.45278998317
90546,49505.01987034915
90547,157737.1257129978
90548,87682.60803328306
90549,118224.2057641297
90550,148511.19734681302
90551,133471.88145523999
90552,131163.70209933314
90553,128382.76511876685
90554,145481.72272487942
90555,98740.63923917373
90556,45957.5450379293
90557,105972.52254134383
90558,111514.65586180691
90559,52373.228560676485
90560,122164.15306416273
90561,44174.526503761066
90562,118474.4505547512
90563,141470.36133614273
90564,91925.82567388387
90565,105717.79964021509
90566,56609.23932561993
90567,124597.26423111995
90568,122753.30005177826
90569,139097.42050429963
90570,108708.57001152694
90571,137731.11455532818
90572,123908.63482531034
90573,112389.47560681289
90574,119961.45845224446
90575,119574.38848136918
90576,51544.424543197245
90577,48629.25524026716
90578,121721.75359518062
90579,47023.24378962756
90580,100634.69172812554
90581,139074.38265595154
90582,120512.82389003603
90583,96167.53959358233
90584,131229.82155277178
90585,120714.72644226899
90586,101482.62063172836
90587,50266.124423595975
90588,53812.727307220135
90589,132597.1135434357
90590,48148.011553747354
90591,96167.53959358233
90592,127358.79080578288
90593,126610.6151334443
90594,112701.7357809359
90595,127592.56087114313
90596,105374.22101707624
90597,129607.7377259902
90598,139607.81787624906
90599,77604.01323195676
90600,113396.6585261236
90601,122914.57771751277
90602,116643.00417498531
90603,101596.36273973332
90604,51112.84519526839
90605,110925.27960133486
90606,123606.55554655544
90607,54363.51117071831
90608,112242.13971003029
90609,120436.96635143703
90610,87528.52305503051
90611,116847.37449330137
90612,97455.97610848374
90613,110449.17570519626
90614,45692.64643897392
90615,160564.86609322886
90616,154102.35830037238
90617,117616.7833770801
90618,113297.29976369807
90619,91851.2635285103
90620,161784.15837783334
90621,42054.40107687528
90622,124223.8411783597
90623,104166.25771481976
90624,49551.10514117287
90625,85794.18172694855
90626,49981.62130423638
90627,108134.62432146858
90628,116892.96290151119
90629,45087.909031153264
90630,47982.30550461647
90631,117632.73119516735
90632,47553.1658025505
90633,101509.37889976357
90634,102858.7096996793
90635,114674.56731116537
90636,88270.6076884824
90637,51839.99424169954
90638,135512.06701563013
90639,157356.15127804072
90640,55672.41748412406
90641,129153.67133951573
90642,89951.54241855213
90643,141119.46258692956
90644,42031.27535492148
90645,97633.41416423184
90646,63369.30529283977
90647,48932.30781589486
90648,97662.05455417615
90649,52845.167311966055
90650,117799.7665325947
90651,99590.2238310634
90652,110503.55344834858
90653,95396.08236403862
90654,158210.4067907597
90655,141716.7696408675
90656,137758.31731795432
90657,56215.248964169135
90658,51006.681667586476
90659,124221.39722684323
90660,50134.50399562368
90661,137042.10975052294
90662,53700.97550744035
90663,111293.76506991213
90664,91815.8361745181
